Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
20160817T015441.274957,161,41216,55,41216,14081,0,15615,1,10658466,41472,55,10616887,256,61,0,1,41891,41891,0,14243,55,0,61,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,15617,0,420,10790052,0,14244,55,256,61,512,1,42405,42405,0,14245,55,0,55,1,
20160817T015459.274957,170,43520,55,43520,14081,0,15624,1,11250603,43776,55,11206711,256,61,2304,1,44204,44204,0,14252,55,256,61,2560,10,0,0,
20161109T043701.704645,17,0,436,46260,46080,55,46080,3604736,15634,0,437,11908533,0,14261,55,256,61,4864,1,46774,46774,0,14262,55,0,55,1,
20160817T015533.274957,187,47872,55,47872,14081,0,15641,1,12369084,48128,55,12320823,256,61,6656,1,48573,48573,0,14269,55,256,61,6912,27,0,0,
20161109T070205.704645,34,0,453,50629,50432,55,50432,3604736,15651,0,454,13027014,0,14278,55,256,61,9216,1,51143,51143,0,14279,55,0,55,1,
20160817T015607.274957,204,52224,55,52224,14081,0,15658,1,13487565,52480,55,13434935,256,61,11008,1,52942,52942,0,14286,55,256,61,11264,44,0,0,
20161109T092709.704645,51,0,470,54998,54784,55,54784,3604736,15668,0,471,14145495,0,14295,55,256,61,13568,1,55512,55512,0,14296,55,0,55,1,
20160817T015641.274957,221,56576,55,56576,14081,0,15675,1,14606046,56832,55,14549047,256,61,15360,1,57311,57311,0,14303,55,256,61,15616,61,0,0,
20161109T115213.704645,68,0,487,59367,59136,55,59136,3604736,15685,0,488,15263976,0,14312,55,256,61,17920,1,59881,59881,0,14313,55,0,55,1,
20160817T015715.274957,238,60928,55,60928,14081,0,15692,1,15724527,61184,55,15663159,256,61,19712,1,61680,61680,0,14320,55,256,61,19968,78,0,0,
20161109T141717.704645,85,0,504,63736,63488,55,63488,3604736,15702,0,505,16382457,0,14329,55,256,61,22272,1,64250,64250,0,14330,55,0,55,1,
20160817T015749.274957,255,65280,55,65280,14081,0,15709,1,0,0,56,56,256,61,24064,1,257,257,0,14337,56,256,61,24320,95,0,0,
20161109T164221.712457,102,0,265,2313,2304,56,2304,3670272,15719,0,266,657930,0,14346,56,256,61,26624,1,2827,2827,0,14347,56,0,56,1,
20160817T015823.274957,16,4096,56,4096,14337,0,15726,1,1118481,4352,56,1114168,256,61,28416,1,4626,4626,0,14354,56,256,61,28672,112,0,0,
20161109T190725.712457,119,0,282,6682,6656,56,6656,3670272,15736,0,283,1776411,0,14363,56,256,61,30976,1,7196,7196,0,14364,56,0,56,1,
20160817T015857.274957,33,8448,56,8448,14337,0,15743,1,2236962,8704,56,2228280,256,61,32768,1,8995,8995,0,14371,56,0,61,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,15745,0,292,2368548,0,14372,56,256,61,33280,1,9509,9509,0,14373,56,0,56,1,
20160817T015915.274957,42,10752,56,10752,14337,0,15752,1,2829099,11008,56,2818104,256,61,35072,1,11308,11308,0,14380,56,256,61,35328,138,0,0,
20161109T224917.712457,145,0,308,13364,13312,56,13312,3670272,15762,0,309,3487029,0,14389,56,256,61,37632,1,13878,13878,0,14390,56,0,56,1,
20160817T015949.274957,59,15104,56,15104,14337,0,15769,1,3947580,15360,56,3932216,256,61,39424,1,15677,15677,0,14397,56,256,61,39680,155,0,0,
20161110T011421.712457,162,0,325,17733,17664,56,17664,3670272,15779,0,326,4605510,0,14406,56,256,61,41984,1,18247,18247,0,14407,56,0,56,1,
20160817T020023.274957,76,19456,56,19456,14337,0,15786,1,5066061,19712,56,5046328,256,61,43776,1,20046,20046,0,14414,56,256,61,44032,172,0,0,
20161110T033925.712457,179,0,342,22102,22016,56,22016,3670272,15796,0,343,5723991,0,14423,56,256,61,46336,1,22616,22616,0,14424,56,0,56,1,
20160817T020057.274957,93,23808,56,23808,14337,0,15803,1,6184542,24064,56,6160440,256,61,48128,1,24415,24415,0,14431,56,256,61,48384,189,0,0,
20161110T060429.712457,196,0,359,26471,26368,56,26368,3670272,15813,0,360,6842472,0,14440,56,256,61,50688,1,26985,26985,0,14441,56,0,56,1,
20160817T020131.274957,110,28160,56,28160,14337,0,15820,1,7303023,28416,56,7274552,256,61,52480,1,28784,28784,0,14448,56,256,61,52736,206,0,0,
20161110T082933.712457,213,0,376,30840,30720,56,30720,3670272,15830,0,377,7960953,0,14457,56,256,61,55040,1,31354,31354,0,14458,56,0,56,1,
20160817T020205.274957,127,32512,56,32512,14337,0,15837,1,8421504,32768,56,8388664,256,61,56832,1,33153,33153,0,14465,56,256,61,57088,223,0,0,
20161110T105437.712457,230,0,393,35209,35072,56,35072,3670272,15847,0,394,9079434,0,14474,56,256,61,59392,1,35723,35723,0,14475,56,0,56,1,
20160817T020239.274957,144,36864,56,36864,14337,0,15854,1,9539985,37120,56,9502776,256,61,61184,1,37522,37522,0,14482,56,256,61,61440,240,0,0,
20161110T131941.712457,247,0,410,39578,39424,56,39424,3670272,15864,0,411,10197915,0,14491,56,256,61,63744,1,40092,40092,0,14492,56,0,56,1,
20160817T020313.274957,161,41216,56,41216,14337,0,15871,1,10658466,41472,56,10616888,256,62,0,1,41891,41891,0,14499,56,0,62,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,15873,0,420,10790052,0,14500,56,256,62,512,1,42405,42405,0,14501,56,0,56,1,
20160817T020331.274957,170,43520,56,43520,14337,0,15880,1,11250603,43776,56,11206712,256,62,2304,1,44204,44204,0,14508,56,256,62,2560,10,0,0,
20161110T170133.712457,17,0,436,46260,46080,56,46080,3670272,15890,0,437,11908533,0,14517,56,256,62,4864,1,46774,46774,0,14518,56,0,56,1,
20160817T020405.274957,187,47872,56,47872,14337,0,15897,1,12369084,48128,56,12320824,256,62,6656,1,48573,48573,0,14525,56,256,62,6912,27,0,0,
20161110T192637.712457,34,0,453,50629,50432,56,50432,3670272,15907,0,454,13027014,0,14534,56,256,62,9216,1,51143,51143,0,14535,56,0,56,1,
20160817T020439.274957,204,52224,56,52224,14337,0,15914,1,13487565,52480,56,13434936,256,62,11008,1,52942,52942,0,14542,56,256,62,11264,44,0,0,
20161110T215141.712457,51,0,470,54998,54784,56,54784,3670272,15924,0,471,14145495,0,14551,56,256,62,13568,1,55512,55512,0,14552,56,0,56,1,
20160817T020513.274957,221,56576,56,56576,14337,0,15931,1,14606046,56832,56,14549048,256,62,15360,1,57311,57311,0,14559,56,256,62,15616,61,0,0,
20161111T001645.712457,68,0,487,59367,59136,56,59136,3670272,15941,0,488,15263976,0,14568,56,256,62,17920,1,59881,59881,0,14569,56,0,56,1,
20160817T020547.274957,238,60928,56,60928,14337,0,15948,1,15724527,61184,56,15663160,256,62,19712,1,61680,61680,0,14576,56,256,62,19968,78,0,0,
20161111T024149.712457,85,0,504,63736,63488,56,63488,3670272,15958,0,505,16382457,0,14585,56,256,62,22272,1,64250,64250,0,14586,56,0,56,1,
20160817T020621.274957,255,65280,56,65280,14337,0,15965,1,0,0,57,57,256,62,24064,1,257,257,0,14593,57,256,62,24320,95,0,0,
20161111T050653.720269,102,0,265,2313,2304,57,2304,3735808,15975,0,266,657930,0,14602,57,256,62,26624,1,2827,2827,0,14603,57,0,57,1,
20160817T020655.274957,16,4096,57,4096,14593,0,15982,1,1118481,4352,57,1114169,256,62,28416,1,4626,4626,0,14610,57,256,62,28672,112,0,0,
20161111T073157.720269,119,0,282,6682,6656,57,6656,3735808,15992,0,283,1776411,0,14619,57,256,62,30976,1,7196,7196,0,14620,57,0,57,1,
20160817T020729.274957,33,8448,57,8448,14593,0,15999,1,2236962,8704,57,2228281,256,62,32768,1,8995,8995,0,14627,57,0,62,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,16001,0,292,2368548,0,14628,57,256,62,33280,1,9509,9509,0,14629,57,0,57,1,
20160817T020747.274957,42,10752,57,10752,14593,0,16008,1,2829099,11008,57,2818105,256,62,35072,1,11308,11308,0,14636,57,256,62,35328,138,0,0,
20161111T111349.720269,145,0,308,13364,13312,57,13312,3735808,16018,0,309,3487029,0,14645,57,256,62,37632,1,13878,13878,0,14646,57,0,57,1,
20160817T020821.274957,59,15104,57,15104,14593,0,16025,1,3947580,15360,57,3932217,256,62,39424,1,15677,15677,0,14653,57,256,62,39680,155,0,0,
20161111T133853.720269,162,0,325,17733,17664,57,17664,3735808,16035,0,326,4605510,0,14662,57,256,62,41984,1,18247,18247,0,14663,57,0,57,1,
20160817T020855.274957,76,19456,57,19456,14593,0,16042,1,5066061,19712,57,5046329,256,62,43776,1,20046,20046,0,14670,57,256,62,44032,172,0,0,
20161111T160357.720269,179,0,342,22102,22016,57,22016,3735808,16052,0,343,5723991,0,14679,57,256,62,46336,1,22616,22616,0,14680,57,0,57,1,
20160817T020929.274957,93,23808,57,23808,14593,0,16059,1,6184542,24064,57,6160441,256,62,48128,1,24415,24415,0,14687,57,256,62,48384,189,0,0,
20161111T182901.720269,196,0,359,26471,26368,57,26368,3735808,16069,0,360,6842472,0,14696,57,256,62,50688,1,26985,26985,0,14697,57,0,57,1,
20160817T021003.274957,110,28160,57,28160,14593,0,16076,1,7303023,28416,57,7274553,256,62,52480,1,28784,28784,0,14704,57,256,62,52736,206,0,0,
20161111T205405.720269,213,0,376,30840,30720,57,30720,3735808,16086,0,377,7960953,0,14713,57,256,62,55040,1,31354,31354,0,14714,57,0,57,1,
20160817T021037.274957,127,32512,57,32512,14593,0,16093,1,8421504,32768,57,8388665,256,62,56832,1,33153,33153,0,14721,57,256,62,57088,223,0,0,
20161111T231909.720269,230,0,393,35209,35072,57,35072,3735808,16103,0,394,9079434,0,14730,57,256,62,59392,1,35723,35723,0,14731,57,0,57,1,
20160817T021111.274957,144,36864,57,36864,14593,0,16110,1,9539985,37120,57,9502777,256,62,61184,1,37522,37522,0,14738,57,256,62,61440,240,0,0,
20161112T014413.720269,247,0,410,39578,39424,57,39424,3735808,16120,0,411,10197915,0,14747,57,256,62,63744,1,40092,40092,0,14748,57,0,57,1,
20160817T021145.274957,161,41216,57,41216,14593,0,16127,1,10658466,41472,57,10616889,256,63,0,1,41891,41891,0,14755,57,0,63,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,16129,0,420,10790052,0,14756,57,256,63,512,1,42405,42405,0,14757,57,0,57,1,
20160817T021203.274957,170,43520,57,43520,14593,0,16136,1,11250603,43776,57,11206713,256,63,2304,1,44204,44204,0,14764,57,256,63,2560,10,0,0,
20161112T052605.720269,17,0,436,46260,46080,57,46080,3735808,16146,0,437,11908533,0,14773,57,256,63,4864,1,46774,46774,0,14774,57,0,57,1,
20160817T021237.274957,187,47872,57,47872,14593,0,16153,1,12369084,48128,57,12320825,256,63,6656,1,48573,48573,0,14781,57,256,63,6912,27,0,0,
20161112T075109.720269,34,0,453,50629,50432,57,50432,3735808,16163,0,454,13027014,0,14790,57,256,63,9216,1,51143,51143,0,14791,57,0,57,1,
20160817T021311.274957,204,52224,57,52224,14593,0,16170,1,13487565,52480,57,13434937,256,63,11008,1,52942,52942,0,14798,57,256,63,11264,44,0,0,
20161112T101613.720269,51,0,470,54998,54784,57,54784,3735808,16180,0,471,14145495,0,14807,57,256,63,13568,1,55512,55512,0,14808,57,0,57,1,
20160817T021345.274957,221,56576,57,56576,14593,0,16187,1,14606046,56832,57,14549049,256,63,15360,1,57311,57311,0,14815,57,256,63,15616,61,0,0,
20161112T124117.720269,68,0,487,59367,59136,57,59136,3735808,16197,0,488,15263976,0,14824,57,256,63,17920,1,59881,59881,0,14825,57,0,57,1,
20160817T021419.274957,238,60928,57,60928,14593,0,16204,1,15724527,61184,57,15663161,256,63,19712,1,61680,61680,0,14832,57,256,63,19968,78,0,0,
20161112T150621.720269,85,0,504,63736,63488,57,63488,3735808,16214,0,505,16382457,0,14841,57,256,63,22272,1,64250,64250,0,14842,57,0,57,1,
20160817T021453.274957,255,65280,57,65280,14593,0,16221,1,0,0,58,58,256,63,24064,1,257,257,0,14849,58,256,63,24320,95,0,0,
20161112T173125.728082,102,0,265,2313,2304,58,2304,3801344,16231,0,266,657930,0,14858,58,256,63,26624,1,2827,2827,0,14859,58,0,58,1,
20160817T021527.274957,16,4096,58,4096,14849,0,16238,1,1118481,4352,58,1114170,256,63,28416,1,4626,4626,0,14866,58,256,63,28672,112,0,0,
20161112T195629.728082,119,0,282,6682,6656,58,6656,3801344,16248,0,283,1776411,0,14875,58,256,63,30976,1,7196,7196,0,14876,58,0,58,1,
20160817T021601.274957,33,8448,58,8448,14849,0,16255,1,2236962,8704,58,2228282,256,63,32768,1,8995,8995,0,14883,58,0,63,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,16257,0,292,2368548,0,14884,58,256,63,33280,1,9509,9509,0,14885,58,0,58,1,
20160817T021619.274957,42,10752,58,10752,14849,0,16264,1,2829099,11008,58,2818106,256,63,35072,1,11308,11308,0,14892,58,256,63,35328,138,0,0,
20161112T233821.728082,145,0,308,13364,13312,58,13312,3801344,16274,0,309,3487029,0,14901,58,256,63,37632,1,13878,13878,0,14902,58,0,58,1,
20160817T021653.274957,59,15104,58,15104,14849,0,16281,1,3947580,15360,58,3932218,256,63,39424,1,15677,15677,0,14909,58,256,63,39680,155,0,0,
20161113T020325.728082,162,0,325,17733,17664,58,17664,3801344,16291,0,326,4605510,0,14918,58,256,63,41984,1,18247,18247,0,14919,58,0,58,1,
20160817T021727.274957,76,19456,58,19456,14849,0,16298,1,5066061,19712,58,5046330,256,63,43776,1,20046,20046,0,14926,58,256,63,44032,172,0,0,
20161113T042829.728082,179,0,342,22102,22016,58,22016,3801344,16308,0,343,5723991,0,14935,58,256,63,46336,1,22616,22616,0,14936,58,0,58,1,
20160817T021801.274957,93,23808,58,23808,14849,0,16315,1,6184542,24064,58,6160442,256,63,48128,1,24415,24415,0,14943,58,256,63,48384,189,0,0,
20161113T065333.728082,196,0,359,26471,26368,58,26368,3801344,16325,0,360,6842472,0,14952,58,256,63,50688,1,26985,26985,0,14953,58,0,58,1,
20160817T021835.274957,110,28160,58,28160,14849,0,16332,1,7303023,28416,58,7274554,256,63,52480,1,28784,28784,0,14960,58,256,63,52736,206,0,0,
20161113T091837.728082,213,0,376,30840,30720,58,30720,3801344,16342,0,377,7960953,0,14969,58,256,63,55040,1,31354,31354,0,14970,58,0,58,1,
20160817T021909.274957,127,32512,58,32512,14849,0,16349,1,8421504,32768,58,8388666,256,63,56832,1,33153,33153,0,14977,58,256,63,57088,223,0,0,
20161113T114341.728082,230,0,393,35209,35072,58,35072,3801344,16359,0,394,9079434,0,14986,58,256,63,59392,1,35723,35723,0,14987,58,0,58,1,
20160817T021943.274957,144,36864,58,36864,14849,0,16366,1,9539985,37120,58,9502778,256,63,61184,1,37522,37522,0,14994,58,256,63,61440,240,0,0,
20161113T140845.728082,247,0,410,39578,39424,58,39424,3801344,16376,0,411,10197915,0,15003,58,256,63,63744,1,40092,40092,0,15004,58,0,58,1,
20160817T022017.274957,161,41216,58,41216,14849,0,16383,1,10658466,41472,58,10616890,256,64,0,1,41891,41891,0,15011,58,0,64,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,16385,0,420,10790052,0,15012,58,256,64,512,1,42405,42405,0,15013,58,0,58,1,
20160817T022035.274957,170,43520,58,43520,14849,0,16392,1,11250603,43776,58,11206714,256,64,2304,1,44204,44204,0,15020,58,256,64,2560,10,0,0,
20161113T175037.728082,17,0,436,46260,46080,58,46080,3801344,16402,0,437,11908533,0,15029,58,256,64,4864,1,46774,46774,0,15030,58,0,58,1,
20160817T022109.274957,187,47872,58,47872,14849,0,16409,1,12369084,48128,58,12320826,256,64,6656,1,48573,48573,0,15037,58,256,64,6912,27,0,0,
20161113T201541.728082,34,0,453,50629,50432,58,50432,3801344,16419,0,454,13027014,0,15046,58,256,64,9216,1,51143,51143,0,15047,58,0,58,1,
20160817T022143.274957,204,52224,58,52224,14849,0,16426,1,13487565,52480,58,13434938,256,64,11008,1,52942,52942,0,15054,58,256,64,11264,44,0,0,
20161113T224045.728082,51,0,470,54998,54784,58,54784,3801344,16436,0,471,14145495,0,15063,58,256,64,13568,1,55512,55512,0,15064,58,0,58,1,
20160817T022217.274957,221,56576,58,56576,14849,0,16443,1,14606046,56832,58,14549050,256,64,15360,1,57311,57311,0,15071,58,256,64,15616,61,0,0,
20161114T010549.728082,68,0,487,59367,59136,58,59136,3801344,16453,0,488,15263976,0,15080,58,256,64,17920,1,59881,59881,0,15081,58,0,58,1,
20160817T022251.274957,238,60928,58,60928,14849,0,16460,1,15724527,61184,58,15663162,256,64,19712,1,61680,61680,0,15088,58,256,64,19968,78,0,0,
20161114T033053.728082,85,0,504,63736,63488,58,63488,3801344,16470,0,505,16382457,0,15097,58,256,64,22272,1,64250,64250,0,15098,58,0,58,1,
20160817T022325.274957,255,65280,58,65280,14849,0,16477,1,0,0,59,59,256,64,24064,1,257,257,0,15105,59,256,64,24320,95,0,0,
20161114T055557.735895,102,0,265,2313,2304,59,2304,3866880,16487,0,266,657930,0,15114,59,256,64,26624,1,2827,2827,0,15115,59,0,59,1,
20160817T022359.274957,16,4096,59,4096,15105,0,16494,1,1118481,4352,59,1114171,256,64,28416,1,4626,4626,0,15122,59,256,64,28672,112,0,0,
20161114T082101.735895,119,0,282,6682,6656,59,6656,3866880,16504,0,283,1776411,0,15131,59,256,64,30976,1,7196,7196,0,15132,59,0,59,1,
20160817T022433.274957,33,8448,59,8448,15105,0,16511,1,2236962,8704,59,2228283,256,64,32768,1,8995,8995,0,15139,59,0,64,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,16513,0,292,2368548,0,15140,59,256,64,33280,1,9509,9509,0,15141,59,0,59,1,
20160817T022451.274957,42,10752,59,10752,15105,0,16520,1,2829099,11008,59,2818107,256,64,35072,1,11308,11308,0,15148,59,256,64,35328,138,0,0,
20161114T120253.735895,145,0,308,13364,13312,59,13312,3866880,16530,0,309,3487029,0,15157,59,256,64,37632,1,13878,13878,0,15158,59,0,59,1,
20160817T022525.274957,59,15104,59,15104,15105,0,16537,1,3947580,15360,59,3932219,256,64,39424,1,15677,15677,0,15165,59,256,64,39680,155,0,0,
20161114T142757.735895,162,0,325,17733,17664,59,17664,3866880,16547,0,326,4605510,0,15174,59,256,64,41984,1,18247,18247,0,15175,59,0,59,1,
20160817T022559.274957,76,19456,59,19456,15105,0,16554,1,5066061,19712,59,5046331,256,64,43776,1,20046,20046,0,15182,59,256,64,44032,172,0,0,
20161114T165301.735895,179,0,342,22102,22016,59,22016,3866880,16564,0,343,5723991,0,15191,59,256,64,46336,1,22616,22616,0,15192,59,0,59,1,
20160817T022633.274957,93,23808,59,23808,15105,0,16571,1,6184542,24064,59,6160443,256,64,48128,1,24415,24415,0,15199,59,256,64,48384,189,0,0,
20161114T191805.735895,196,0,359,26471,26368,59,26368,3866880,16581,0,360,6842472,0,15208,59,256,64,50688,1,26985,26985,0,15209,59,0,59,1,
20160817T022707.274957,110,28160,59,28160,15105,0,16588,1,7303023,28416,59,7274555,256,64,52480,1,28784,28784,0,15216,59,256,64,52736,206,0,0,
20161114T214309.735895,213,0,376,30840,30720,59,30720,3866880,16598,0,377,7960953,0,15225,59,256,64,55040,1,31354,31354,0,15226,59,0,59,1,
20160817T022741.274957,127,32512,59,32512,15105,0,16605,1,8421504,32768,59,8388667,256,64,56832,1,33153,33153,0,15233,59,256,64,57088,223,0,0,
20161115T000813.735895,230,0,393,35209,35072,59,35072,3866880,16615,0,394,9079434,0,15242,59,256,64,59392,1,35723,35723,0,15243,59,0,59,1,
20160817T022815.274957,144,36864,59,36864,15105,0,16622,1,9539985,37120,59,9502779,256,64,61184,1,37522,37522,0,15250,59,256,64,61440,240,0,0,
20161115T023317.735895,247,0,410,39578,39424,59,39424,3866880,16632,0,411,10197915,0,15259,59,256,64,63744,1,40092,40092,0,15260,59,0,59,1,
20160817T022849.274957,161,41216,59,41216,15105,0,16639,1,10658466,41472,59,10616891,256,65,0,1,41891,41891,0,15267,59,0,65,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,16641,0,420,10790052,0,15268,59,256,65,512,1,42405,42405,0,15269,59,0,59,1,
20160817T022907.274957,170,43520,59,43520,15105,0,16648,1,11250603,43776,59,11206715,256,65,2304,1,44204,44204,0,15276,59,256,65,2560,10,0,0,
20161115T061509.735895,17,0,436,46260,46080,59,46080,3866880,16658,0,437,11908533,0,15285,59,256,65,4864,1,46774,46774,0,15286,59,0,59,1,
20160817T022941.274957,187,47872,59,47872,15105,0,16665,1,12369084,48128,59,12320827,256,65,6656,1,48573,48573,0,15293,59,256,65,6912,27,0,0,
20161115T084013.735895,34,0,453,50629,50432,59,50432,3866880,16675,0,454,13027014,0,15302,59,256,65,9216,1,51143,51143,0,15303,59,0,59,1,
20160817T023015.274957,204,52224,59,52224,15105,0,16682,1,13487565,52480,59,13434939,256,65,11008,1,52942,52942,0,15310,59,256,65,11264,44,0,0,
20161115T110517.735895,51,0,470,54998,54784,59,54784,3866880,16692,0,471,14145495,0,15319,59,256,65,13568,1,55512,55512,0,15320,59,0,59,1,
20160817T023049.274957,221,56576,59,56576,15105,0,16699,1,14606046,56832,59,14549051,256,65,15360,1,57311,57311,0,15327,59,256,65,15616,61,0,0,
20161115T133021.735895,68,0,487,59367,59136,59,59136,3866880,16709,0,488,15263976,0,15336,59,256,65,17920,1,59881,59881,0,15337,59,0,59,1,
20160817T023123.274957,238,60928,59,60928,15105,0,16716,1,15724527,61184,59,15663163,256,65,19712,1,61680,61680,0,15344,59,256,65,19968,78,0,0,
20161115T155525.735895,85,0,504,63736,63488,59,63488,3866880,16726,0,505,16382457,0,15353,59,256,65,22272,1,64250,64250,0,15354,59,0,59,1,
20160817T023157.274957,255,65280,59,65280,15105,0,16733,1,0,0,60,60,256,65,24064,1,257,257,0,15361,60,256,65,24320,95,0,0,
20161115T182029.743707,102,0,265,2313,2304,60,2304,3932416,16743,0,266,657930,0,15370,60,256,65,26624,1,2827,2827,0,15371,60,0,60,1,
20160817T023231.274957,16,4096,60,4096,15361,0,16750,1,1118481,4352,60,1114172,256,65,28416,1,4626,4626,0,15378,60,256,65,28672,112,0,0,
20161115T204533.743707,119,0,282,6682,6656,60,6656,3932416,16760,0,283,1776411,0,15387,60,256,65,30976,1,7196,7196,0,15388,60,0,60,1,
20160817T023305.274957,33,8448,60,8448,15361,0,16767,1,2236962,8704,60,2228284,256,65,32768,1,8995,8995,0,15395,60,0,65,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,16769,0,292,2368548,0,15396,60,256,65,33280,1,9509,9509,0,15397,60,0,60,1,
20160817T023323.274957,42,10752,60,10752,15361,0,16776,1,2829099,11008,60,2818108,256,65,35072,1,11308,11308,0,15404,60,256,65,35328,138,0,0,
20161116T002725.743707,145,0,308,13364,13312,60,13312,3932416,16786,0,309,3487029,0,15413,60,256,65,37632,1,13878,13878,0,15414,60,0,60,1,
20160817T023357.274957,59,15104,60,15104,15361,0,16793,1,3947580,15360,60,3932220,256,65,39424,1,15677,15677,0,15421,60,256,65,39680,155,0,0,
20161116T025229.743707,162,0,325,17733,17664,60,17664,3932416,16803,0,326,4605510,0,15430,60,256,65,41984,1,18247,18247,0,15431,60,0,60,1,
20160817T023431.274957,76,19456,60,19456,15361,0,16810,1,5066061,19712,60,5046332,256,65,43776,1,20046,20046,0,15438,60,256,65,44032,172,0,0,
20161116T051733.743707,179,0,342,22102,22016,60,22016,3932416,16820,0,343,5723991,0,15447,60,256,65,46336,1,22616,22616,0,15448,60,0,60,1,
20160817T023505.274957,93,23808,60,23808,15361,0,16827,1,6184542,24064,60,6160444,256,65,48128,1,24415,24415,0,15455,60,256,65,48384,189,0,0,
20161116T074237.743707,196,0,359,26471,26368,60,26368,3932416,16837,0,360,6842472,0,15464,60,256,65,50688,1,26985,26985,0,15465,60,0,60,1,
20160817T023539.274957,110,28160,60,28160,15361,0,16844,1,7303023,28416,60,7274556,256,65,52480,1,28784,28784,0,15472,60,256,65,52736,206,0,0,
20161116T100741.743707,213,0,376,30840,30720,60,30720,3932416,16854,0,377,7960953,0,15481,60,256,65,55040,1,31354,31354,0,15482,60,0,60,1,
20160817T023613.274957,127,32512,60,32512,15361,0,16861,1,8421504,32768,60,8388668,256,65,56832,1,33153,33153,0,15489,60,256,65,57088,223,0,0,
20161116T123245.743707,230,0,393,35209,35072,60,35072,3932416,16871,0,394,9079434,0,15498,60,256,65,59392,1,35723,35723,0,15499,60,0,60,1,
20160817T023647.274957,144,36864,60,36864,15361,0,16878,1,9539985,37120,60,9502780,256,65,61184,1,37522,37522,0,15506,60,256,65,61440,240,0,0,
20161116T145749.743707,247,0,410,39578,39424,60,39424,3932416,16888,0,411,10197915,0,15515,60,256,65,63744,1,40092,40092,0,15516,60,0,60,1,
20160817T023721.274957,161,41216,60,41216,15361,0,16895,1,10658466,41472,60,10616892,256,66,0,1,41891,41891,0,15523,60,0,66,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,16897,0,420,10790052,0,15524,60,256,66,512,1,42405,42405,0,15525,60,0,60,1,
20160817T023739.274957,170,43520,60,43520,15361,0,16904,1,11250603,43776,60,11206716,256,66,2304,1,44204,44204,0,15532,60,256,66,2560,10,0,0,
20161116T183941.743707,17,0,436,46260,46080,60,46080,3932416,16914,0,437,11908533,0,15541,60,256,66,4864,1,46774,46774,0,15542,60,0,60,1,
20160817T023813.274957,187,47872,60,47872,15361,0,16921,1,12369084,48128,60,12320828,256,66,6656,1,48573,48573,0,15549,60,256,66,6912,27,0,0,
20161116T210445.743707,34,0,453,50629,50432,60,50432,3932416,16931,0,454,13027014,0,15558,60,256,66,9216,1,51143,51143,0,15559,60,0,60,1,
20160817T023847.274957,204,52224,60,52224,15361,0,16938,1,13487565,52480,60,13434940,256,66,11008,1,52942,52942,0,15566,60,256,66,11264,44,0,0,
20161116T232949.743707,51,0,470,54998,54784,60,54784,3932416,16948,0,471,14145495,0,15575,60,256,66,13568,1,55512,55512,0,15576,60,0,60,1,
20160817T023921.274957,221,56576,60,56576,15361,0,16955,1,14606046,56832,60,14549052,256,66,15360,1,57311,57311,0,15583,60,256,66,15616,61,0,0,
20161117T015453.743707,68,0,487,59367,59136,60,59136,3932416,16965,0,488,15263976,0,15592,60,256,66,17920,1,59881,59881,0,15593,60,0,60,1,
20160817T023955.274957,238,60928,60,60928,15361,0,16972,1,15724527,61184,60,15663164,256,66,19712,1,61680,61680,0,15600,60,256,66,19968,78,0,0,
20161117T041957.743707,85,0,504,63736,63488,60,63488,3932416,16982,0,505,16382457,0,15609,60,256,66,22272,1,64250,64250,0,15610,60,0,60,1,
20160817T024029.274957,255,65280,60,65280,15361,0,16989,1,0,0,61,61,256,66,24064,1,257,257,0,15617,61,256,66,24320,95,0,0,
20161117T064501.751519,102,0,265,2313,2304,61,2304,3997952,16999,0,266,657930,0,15626,61,256,66,26624,1,2827,2827,0,15627,61,0,61,1,
20160817T024103.274957,16,4096,61,4096,15617,0,17006,1,1118481,4352,61,1114173,256,66,28416,1,4626,4626,0,15634,61,256,66,28672,112,0,0,
